subject,question_type,difficulty,text,options,expected_answer,model_answer,marks
Artificial Intelligence,short_answer,easy,Evaluated Artificial Intelligence Question #31: What is the primary characteristic of Artificial Intelligence concept #31?,,Expected core concept,Model solution explaining Artificial Intelligence principles for question #31.,1
Artificial Intelligence,long_answer,medium,Evaluated Artificial Intelligence Question #32: What is the primary characteristic of Artificial Intelligence concept #32?,,Expected core concept,Model solution explaining Artificial Intelligence principles for question #32.,2
Artificial Intelligence,mcq,hard,Evaluated Artificial Intelligence Question #33: What is the primary characteristic of Artificial Intelligence concept #33?,"Option A, Option B, Option C, Option D",Option A,,3
Artificial Intelligence,multi_select,easy,Evaluated Artificial Intelligence Question #34: What is the primary characteristic of Artificial Intelligence concept #34?,"Option A, Option B, Option C, Option D",Option A,,1
Artificial Intelligence,short_answer,medium,Evaluated Artificial Intelligence Question #35: What is the primary characteristic of Artificial Intelligence concept #35?,,Expected core concept,Model solution explaining Artificial Intelligence principles for question #35.,2
Artificial Intelligence,long_answer,hard,Evaluated Artificial Intelligence Question #36: What is the primary characteristic of Artificial Intelligence concept #36?,,Expected core concept,Model solution explaining Artificial Intelligence principles for question #36.,3
Artificial Intelligence,mcq,easy,Evaluated Artificial Intelligence Question #37: What is the primary characteristic of Artificial Intelligence concept #37?,"Option A, Option B, Option C, Option D",Option A,,1
Artificial Intelligence,multi_select,medium,Evaluated Artificial Intelligence Question #38: What is the primary characteristic of Artificial Intelligence concept #38?,"Option A, Option B, Option C, Option D",Option A,,2
Artificial Intelligence,short_answer,hard,Evaluated Artificial Intelligence Question #39: What is the primary characteristic of Artificial Intelligence concept #39?,,Expected core concept,Model solution explaining Artificial Intelligence principles for question #39.,3
Artificial Intelligence,long_answer,easy,Evaluated Artificial Intelligence Question #40: What is the primary characteristic of Artificial Intelligence concept #40?,,Expected core concept,Model solution explaining Artificial Intelligence principles for question #40.,1
Artificial Intelligence,mcq,medium,Evaluated Artificial Intelligence Question #41: What is the primary characteristic of Artificial Intelligence concept #41?,"Option A, Option B, Option C, Option D",Option A,,2
Artificial Intelligence,multi_select,hard,Evaluated Artificial Intelligence Question #42: What is the primary characteristic of Artificial Intelligence concept #42?,"Option A, Option B, Option C, Option D",Option A,,3
Artificial Intelligence,short_answer,easy,Evaluated Artificial Intelligence Question #43: What is the primary characteristic of Artificial Intelligence concept #43?,,Expected core concept,Model solution explaining Artificial Intelligence principles for question #43.,1
Artificial Intelligence,long_answer,medium,Evaluated Artificial Intelligence Question #44: What is the primary characteristic of Artificial Intelligence concept #44?,,Expected core concept,Model solution explaining Artificial Intelligence principles for question #44.,2
Artificial Intelligence,mcq,hard,Evaluated Artificial Intelligence Question #45: What is the primary characteristic of Artificial Intelligence concept #45?,"Option A, Option B, Option C, Option D",Option A,,3
Artificial Intelligence,multi_select,easy,Evaluated Artificial Intelligence Question #46: What is the primary characteristic of Artificial Intelligence concept #46?,"Option A, Option B, Option C, Option D",Option A,,1
Artificial Intelligence,short_answer,medium,Evaluated Artificial Intelligence Question #47: What is the primary characteristic of Artificial Intelligence concept #47?,,Expected core concept,Model solution explaining Artificial Intelligence principles for question #47.,2
Artificial Intelligence,long_answer,hard,Evaluated Artificial Intelligence Question #48: What is the primary characteristic of Artificial Intelligence concept #48?,,Expected core concept,Model solution explaining Artificial Intelligence principles for question #48.,3
Artificial Intelligence,mcq,easy,Evaluated Artificial Intelligence Question #49: What is the primary characteristic of Artificial Intelligence concept #49?,"Option A, Option B, Option C, Option D",Option A,,1
Artificial Intelligence,multi_select,medium,Evaluated Artificial Intelligence Question #50: What is the primary characteristic of Artificial Intelligence concept #50?,"Option A, Option B, Option C, Option D",Option A,,2
Artificial Intelligence,short_answer,hard,Evaluated Artificial Intelligence Question #51: What is the primary characteristic of Artificial Intelligence concept #51?,,Expected core concept,Model solution explaining Artificial Intelligence principles for question #51.,3
Artificial Intelligence,long_answer,easy,Evaluated Artificial Intelligence Question #52: What is the primary characteristic of Artificial Intelligence concept #52?,,Expected core concept,Model solution explaining Artificial Intelligence principles for question #52.,1
Artificial Intelligence,mcq,medium,Evaluated Artificial Intelligence Question #53: What is the primary characteristic of Artificial Intelligence concept #53?,"Option A, Option B, Option C, Option D",Option A,,2
Artificial Intelligence,multi_select,hard,Evaluated Artificial Intelligence Question #54: What is the primary characteristic of Artificial Intelligence concept #54?,"Option A, Option B, Option C, Option D",Option A,,3
Artificial Intelligence,short_answer,easy,Evaluated Artificial Intelligence Question #55: What is the primary characteristic of Artificial Intelligence concept #55?,,Expected core concept,Model solution explaining Artificial Intelligence principles for question #55.,1
Artificial Intelligence,long_answer,medium,Evaluated Artificial Intelligence Question #56: What is the primary characteristic of Artificial Intelligence concept #56?,,Expected core concept,Model solution explaining Artificial Intelligence principles for question #56.,2
Artificial Intelligence,mcq,hard,Evaluated Artificial Intelligence Question #57: What is the primary characteristic of Artificial Intelligence concept #57?,"Option A, Option B, Option C, Option D",Option A,,3
Artificial Intelligence,multi_select,easy,Evaluated Artificial Intelligence Question #58: What is the primary characteristic of Artificial Intelligence concept #58?,"Option A, Option B, Option C, Option D",Option A,,1
Artificial Intelligence,short_answer,medium,Evaluated Artificial Intelligence Question #59: What is the primary characteristic of Artificial Intelligence concept #59?,,Expected core concept,Model solution explaining Artificial Intelligence principles for question #59.,2
Artificial Intelligence,long_answer,hard,Evaluated Artificial Intelligence Question #60: What is the primary characteristic of Artificial Intelligence concept #60?,,Expected core concept,Model solution explaining Artificial Intelligence principles for question #60.,3
