subject,question_type,difficulty,text,options,expected_answer,model_answer,marks
Physics,short_answer,easy,Evaluated Physics Question #31: What is the primary characteristic of Physics concept #31?,,Expected core concept,Model solution explaining Physics principles for question #31.,1
Physics,long_answer,medium,Evaluated Physics Question #32: What is the primary characteristic of Physics concept #32?,,Expected core concept,Model solution explaining Physics principles for question #32.,2
Physics,mcq,hard,Evaluated Physics Question #33: What is the primary characteristic of Physics concept #33?,"Option A, Option B, Option C, Option D",Option A,,3
Physics,multi_select,easy,Evaluated Physics Question #34: What is the primary characteristic of Physics concept #34?,"Option A, Option B, Option C, Option D",Option A,,1
Physics,short_answer,medium,Evaluated Physics Question #35: What is the primary characteristic of Physics concept #35?,,Expected core concept,Model solution explaining Physics principles for question #35.,2
Physics,long_answer,hard,Evaluated Physics Question #36: What is the primary characteristic of Physics concept #36?,,Expected core concept,Model solution explaining Physics principles for question #36.,3
Physics,mcq,easy,Evaluated Physics Question #37: What is the primary characteristic of Physics concept #37?,"Option A, Option B, Option C, Option D",Option A,,1
Physics,multi_select,medium,Evaluated Physics Question #38: What is the primary characteristic of Physics concept #38?,"Option A, Option B, Option C, Option D",Option A,,2
Physics,short_answer,hard,Evaluated Physics Question #39: What is the primary characteristic of Physics concept #39?,,Expected core concept,Model solution explaining Physics principles for question #39.,3
Physics,long_answer,easy,Evaluated Physics Question #40: What is the primary characteristic of Physics concept #40?,,Expected core concept,Model solution explaining Physics principles for question #40.,1
Physics,mcq,medium,Evaluated Physics Question #41: What is the primary characteristic of Physics concept #41?,"Option A, Option B, Option C, Option D",Option A,,2
Physics,multi_select,hard,Evaluated Physics Question #42: What is the primary characteristic of Physics concept #42?,"Option A, Option B, Option C, Option D",Option A,,3
Physics,short_answer,easy,Evaluated Physics Question #43: What is the primary characteristic of Physics concept #43?,,Expected core concept,Model solution explaining Physics principles for question #43.,1
Physics,long_answer,medium,Evaluated Physics Question #44: What is the primary characteristic of Physics concept #44?,,Expected core concept,Model solution explaining Physics principles for question #44.,2
Physics,mcq,hard,Evaluated Physics Question #45: What is the primary characteristic of Physics concept #45?,"Option A, Option B, Option C, Option D",Option A,,3
Physics,multi_select,easy,Evaluated Physics Question #46: What is the primary characteristic of Physics concept #46?,"Option A, Option B, Option C, Option D",Option A,,1
Physics,short_answer,medium,Evaluated Physics Question #47: What is the primary characteristic of Physics concept #47?,,Expected core concept,Model solution explaining Physics principles for question #47.,2
Physics,long_answer,hard,Evaluated Physics Question #48: What is the primary characteristic of Physics concept #48?,,Expected core concept,Model solution explaining Physics principles for question #48.,3
Physics,mcq,easy,Evaluated Physics Question #49: What is the primary characteristic of Physics concept #49?,"Option A, Option B, Option C, Option D",Option A,,1
Physics,multi_select,medium,Evaluated Physics Question #50: What is the primary characteristic of Physics concept #50?,"Option A, Option B, Option C, Option D",Option A,,2
Physics,short_answer,hard,Evaluated Physics Question #51: What is the primary characteristic of Physics concept #51?,,Expected core concept,Model solution explaining Physics principles for question #51.,3
Physics,long_answer,easy,Evaluated Physics Question #52: What is the primary characteristic of Physics concept #52?,,Expected core concept,Model solution explaining Physics principles for question #52.,1
Physics,mcq,medium,Evaluated Physics Question #53: What is the primary characteristic of Physics concept #53?,"Option A, Option B, Option C, Option D",Option A,,2
Physics,multi_select,hard,Evaluated Physics Question #54: What is the primary characteristic of Physics concept #54?,"Option A, Option B, Option C, Option D",Option A,,3
Physics,short_answer,easy,Evaluated Physics Question #55: What is the primary characteristic of Physics concept #55?,,Expected core concept,Model solution explaining Physics principles for question #55.,1
Physics,long_answer,medium,Evaluated Physics Question #56: What is the primary characteristic of Physics concept #56?,,Expected core concept,Model solution explaining Physics principles for question #56.,2
Physics,mcq,hard,Evaluated Physics Question #57: What is the primary characteristic of Physics concept #57?,"Option A, Option B, Option C, Option D",Option A,,3
Physics,multi_select,easy,Evaluated Physics Question #58: What is the primary characteristic of Physics concept #58?,"Option A, Option B, Option C, Option D",Option A,,1
Physics,short_answer,medium,Evaluated Physics Question #59: What is the primary characteristic of Physics concept #59?,,Expected core concept,Model solution explaining Physics principles for question #59.,2
Physics,long_answer,hard,Evaluated Physics Question #60: What is the primary characteristic of Physics concept #60?,,Expected core concept,Model solution explaining Physics principles for question #60.,3
