subject,question_type,difficulty,text,options,expected_answer,model_answer,marks
Computer Science,multi_select,easy,Evaluated Computer Science Question #22: What is the primary characteristic of Computer Science concept #22?,"Option A, Option B, Option C, Option D",Option A,,1
Computer Science,short_answer,medium,Evaluated Computer Science Question #23: What is the primary characteristic of Computer Science concept #23?,,Expected core concept,Model solution explaining Computer Science principles for question #23.,2
Computer Science,long_answer,hard,Evaluated Computer Science Question #24: What is the primary characteristic of Computer Science concept #24?,,Expected core concept,Model solution explaining Computer Science principles for question #24.,3
Computer Science,mcq,easy,Evaluated Computer Science Question #25: What is the primary characteristic of Computer Science concept #25?,"Option A, Option B, Option C, Option D",Option A,,1
Computer Science,multi_select,medium,Evaluated Computer Science Question #26: What is the primary characteristic of Computer Science concept #26?,"Option A, Option B, Option C, Option D",Option A,,2
Computer Science,short_answer,hard,Evaluated Computer Science Question #27: What is the primary characteristic of Computer Science concept #27?,,Expected core concept,Model solution explaining Computer Science principles for question #27.,3
Computer Science,long_answer,easy,Evaluated Computer Science Question #28: What is the primary characteristic of Computer Science concept #28?,,Expected core concept,Model solution explaining Computer Science principles for question #28.,1
Computer Science,mcq,medium,Evaluated Computer Science Question #29: What is the primary characteristic of Computer Science concept #29?,"Option A, Option B, Option C, Option D",Option A,,2
Computer Science,multi_select,hard,Evaluated Computer Science Question #30: What is the primary characteristic of Computer Science concept #30?,"Option A, Option B, Option C, Option D",Option A,,3
Computer Science,short_answer,easy,Evaluated Computer Science Question #31: What is the primary characteristic of Computer Science concept #31?,,Expected core concept,Model solution explaining Computer Science principles for question #31.,1
Computer Science,long_answer,medium,Evaluated Computer Science Question #32: What is the primary characteristic of Computer Science concept #32?,,Expected core concept,Model solution explaining Computer Science principles for question #32.,2
Computer Science,mcq,hard,Evaluated Computer Science Question #33: What is the primary characteristic of Computer Science concept #33?,"Option A, Option B, Option C, Option D",Option A,,3
Computer Science,multi_select,easy,Evaluated Computer Science Question #34: What is the primary characteristic of Computer Science concept #34?,"Option A, Option B, Option C, Option D",Option A,,1
Computer Science,short_answer,medium,Evaluated Computer Science Question #35: What is the primary characteristic of Computer Science concept #35?,,Expected core concept,Model solution explaining Computer Science principles for question #35.,2
Computer Science,long_answer,hard,Evaluated Computer Science Question #36: What is the primary characteristic of Computer Science concept #36?,,Expected core concept,Model solution explaining Computer Science principles for question #36.,3
Computer Science,mcq,easy,Evaluated Computer Science Question #37: What is the primary characteristic of Computer Science concept #37?,"Option A, Option B, Option C, Option D",Option A,,1
Computer Science,multi_select,medium,Evaluated Computer Science Question #38: What is the primary characteristic of Computer Science concept #38?,"Option A, Option B, Option C, Option D",Option A,,2
Computer Science,short_answer,hard,Evaluated Computer Science Question #39: What is the primary characteristic of Computer Science concept #39?,,Expected core concept,Model solution explaining Computer Science principles for question #39.,3
Computer Science,long_answer,easy,Evaluated Computer Science Question #40: What is the primary characteristic of Computer Science concept #40?,,Expected core concept,Model solution explaining Computer Science principles for question #40.,1
Computer Science,mcq,medium,Evaluated Computer Science Question #41: What is the primary characteristic of Computer Science concept #41?,"Option A, Option B, Option C, Option D",Option A,,2
Computer Science,multi_select,hard,Evaluated Computer Science Question #42: What is the primary characteristic of Computer Science concept #42?,"Option A, Option B, Option C, Option D",Option A,,3
Computer Science,short_answer,easy,Evaluated Computer Science Question #43: What is the primary characteristic of Computer Science concept #43?,,Expected core concept,Model solution explaining Computer Science principles for question #43.,1
Computer Science,long_answer,medium,Evaluated Computer Science Question #44: What is the primary characteristic of Computer Science concept #44?,,Expected core concept,Model solution explaining Computer Science principles for question #44.,2
Computer Science,mcq,hard,Evaluated Computer Science Question #45: What is the primary characteristic of Computer Science concept #45?,"Option A, Option B, Option C, Option D",Option A,,3
Computer Science,multi_select,easy,Evaluated Computer Science Question #46: What is the primary characteristic of Computer Science concept #46?,"Option A, Option B, Option C, Option D",Option A,,1
Computer Science,short_answer,medium,Evaluated Computer Science Question #47: What is the primary characteristic of Computer Science concept #47?,,Expected core concept,Model solution explaining Computer Science principles for question #47.,2
Computer Science,long_answer,hard,Evaluated Computer Science Question #48: What is the primary characteristic of Computer Science concept #48?,,Expected core concept,Model solution explaining Computer Science principles for question #48.,3
Computer Science,mcq,easy,Evaluated Computer Science Question #49: What is the primary characteristic of Computer Science concept #49?,"Option A, Option B, Option C, Option D",Option A,,1
Computer Science,multi_select,medium,Evaluated Computer Science Question #50: What is the primary characteristic of Computer Science concept #50?,"Option A, Option B, Option C, Option D",Option A,,2
Computer Science,short_answer,hard,Evaluated Computer Science Question #51: What is the primary characteristic of Computer Science concept #51?,,Expected core concept,Model solution explaining Computer Science principles for question #51.,3
Computer Science,long_answer,easy,Evaluated Computer Science Question #52: What is the primary characteristic of Computer Science concept #52?,,Expected core concept,Model solution explaining Computer Science principles for question #52.,1
Computer Science,mcq,medium,Evaluated Computer Science Question #53: What is the primary characteristic of Computer Science concept #53?,"Option A, Option B, Option C, Option D",Option A,,2
Computer Science,multi_select,hard,Evaluated Computer Science Question #54: What is the primary characteristic of Computer Science concept #54?,"Option A, Option B, Option C, Option D",Option A,,3
Computer Science,short_answer,easy,Evaluated Computer Science Question #55: What is the primary characteristic of Computer Science concept #55?,,Expected core concept,Model solution explaining Computer Science principles for question #55.,1
Computer Science,long_answer,medium,Evaluated Computer Science Question #56: What is the primary characteristic of Computer Science concept #56?,,Expected core concept,Model solution explaining Computer Science principles for question #56.,2
Computer Science,mcq,hard,Evaluated Computer Science Question #57: What is the primary characteristic of Computer Science concept #57?,"Option A, Option B, Option C, Option D",Option A,,3
Computer Science,multi_select,easy,Evaluated Computer Science Question #58: What is the primary characteristic of Computer Science concept #58?,"Option A, Option B, Option C, Option D",Option A,,1
Computer Science,short_answer,medium,Evaluated Computer Science Question #59: What is the primary characteristic of Computer Science concept #59?,,Expected core concept,Model solution explaining Computer Science principles for question #59.,2
Computer Science,long_answer,hard,Evaluated Computer Science Question #60: What is the primary characteristic of Computer Science concept #60?,,Expected core concept,Model solution explaining Computer Science principles for question #60.,3
