subject,question_type,difficulty,text,options,expected_answer,model_answer,marks
Software Engineering,multi_select,medium,Evaluated Software Engineering Question #38: What is the primary characteristic of Software Engineering concept #38?,"Option A, Option B, Option C, Option D",Option A,,2
Software Engineering,short_answer,hard,Evaluated Software Engineering Question #39: What is the primary characteristic of Software Engineering concept #39?,,Expected core concept,Model solution explaining Software Engineering principles for question #39.,3
Software Engineering,long_answer,easy,Evaluated Software Engineering Question #40: What is the primary characteristic of Software Engineering concept #40?,,Expected core concept,Model solution explaining Software Engineering principles for question #40.,1
Software Engineering,mcq,medium,Evaluated Software Engineering Question #41: What is the primary characteristic of Software Engineering concept #41?,"Option A, Option B, Option C, Option D",Option A,,2
Software Engineering,multi_select,hard,Evaluated Software Engineering Question #42: What is the primary characteristic of Software Engineering concept #42?,"Option A, Option B, Option C, Option D",Option A,,3
Software Engineering,short_answer,easy,Evaluated Software Engineering Question #43: What is the primary characteristic of Software Engineering concept #43?,,Expected core concept,Model solution explaining Software Engineering principles for question #43.,1
Software Engineering,long_answer,medium,Evaluated Software Engineering Question #44: What is the primary characteristic of Software Engineering concept #44?,,Expected core concept,Model solution explaining Software Engineering principles for question #44.,2
Software Engineering,mcq,hard,Evaluated Software Engineering Question #45: What is the primary characteristic of Software Engineering concept #45?,"Option A, Option B, Option C, Option D",Option A,,3
Software Engineering,multi_select,easy,Evaluated Software Engineering Question #46: What is the primary characteristic of Software Engineering concept #46?,"Option A, Option B, Option C, Option D",Option A,,1
Software Engineering,short_answer,medium,Evaluated Software Engineering Question #47: What is the primary characteristic of Software Engineering concept #47?,,Expected core concept,Model solution explaining Software Engineering principles for question #47.,2
Software Engineering,long_answer,hard,Evaluated Software Engineering Question #48: What is the primary characteristic of Software Engineering concept #48?,,Expected core concept,Model solution explaining Software Engineering principles for question #48.,3
Software Engineering,mcq,easy,Evaluated Software Engineering Question #49: What is the primary characteristic of Software Engineering concept #49?,"Option A, Option B, Option C, Option D",Option A,,1
Software Engineering,multi_select,medium,Evaluated Software Engineering Question #50: What is the primary characteristic of Software Engineering concept #50?,"Option A, Option B, Option C, Option D",Option A,,2
Software Engineering,short_answer,hard,Evaluated Software Engineering Question #51: What is the primary characteristic of Software Engineering concept #51?,,Expected core concept,Model solution explaining Software Engineering principles for question #51.,3
Software Engineering,long_answer,easy,Evaluated Software Engineering Question #52: What is the primary characteristic of Software Engineering concept #52?,,Expected core concept,Model solution explaining Software Engineering principles for question #52.,1
Software Engineering,mcq,medium,Evaluated Software Engineering Question #53: What is the primary characteristic of Software Engineering concept #53?,"Option A, Option B, Option C, Option D",Option A,,2
Software Engineering,multi_select,hard,Evaluated Software Engineering Question #54: What is the primary characteristic of Software Engineering concept #54?,"Option A, Option B, Option C, Option D",Option A,,3
Software Engineering,short_answer,easy,Evaluated Software Engineering Question #55: What is the primary characteristic of Software Engineering concept #55?,,Expected core concept,Model solution explaining Software Engineering principles for question #55.,1
Software Engineering,long_answer,medium,Evaluated Software Engineering Question #56: What is the primary characteristic of Software Engineering concept #56?,,Expected core concept,Model solution explaining Software Engineering principles for question #56.,2
Software Engineering,mcq,hard,Evaluated Software Engineering Question #57: What is the primary characteristic of Software Engineering concept #57?,"Option A, Option B, Option C, Option D",Option A,,3
Software Engineering,multi_select,easy,Evaluated Software Engineering Question #58: What is the primary characteristic of Software Engineering concept #58?,"Option A, Option B, Option C, Option D",Option A,,1
Software Engineering,short_answer,medium,Evaluated Software Engineering Question #59: What is the primary characteristic of Software Engineering concept #59?,,Expected core concept,Model solution explaining Software Engineering principles for question #59.,2
Software Engineering,long_answer,hard,Evaluated Software Engineering Question #60: What is the primary characteristic of Software Engineering concept #60?,,Expected core concept,Model solution explaining Software Engineering principles for question #60.,3
