subject,question_type,difficulty,text,options,expected_answer,model_answer,marks
Mathematics,short_answer,medium,Evaluated Mathematics Question #47: What is the primary characteristic of Mathematics concept #47?,,Expected core concept,Model solution explaining Mathematics principles for question #47.,2
Mathematics,long_answer,hard,Evaluated Mathematics Question #48: What is the primary characteristic of Mathematics concept #48?,,Expected core concept,Model solution explaining Mathematics principles for question #48.,3
Mathematics,mcq,easy,Evaluated Mathematics Question #49: What is the primary characteristic of Mathematics concept #49?,"Option A, Option B, Option C, Option D",Option A,,1
Mathematics,multi_select,medium,Evaluated Mathematics Question #50: What is the primary characteristic of Mathematics concept #50?,"Option A, Option B, Option C, Option D",Option A,,2
Mathematics,short_answer,hard,Evaluated Mathematics Question #51: What is the primary characteristic of Mathematics concept #51?,,Expected core concept,Model solution explaining Mathematics principles for question #51.,3
Mathematics,long_answer,easy,Evaluated Mathematics Question #52: What is the primary characteristic of Mathematics concept #52?,,Expected core concept,Model solution explaining Mathematics principles for question #52.,1
Mathematics,mcq,medium,Evaluated Mathematics Question #53: What is the primary characteristic of Mathematics concept #53?,"Option A, Option B, Option C, Option D",Option A,,2
Mathematics,multi_select,hard,Evaluated Mathematics Question #54: What is the primary characteristic of Mathematics concept #54?,"Option A, Option B, Option C, Option D",Option A,,3
Mathematics,short_answer,easy,Evaluated Mathematics Question #55: What is the primary characteristic of Mathematics concept #55?,,Expected core concept,Model solution explaining Mathematics principles for question #55.,1
Mathematics,long_answer,medium,Evaluated Mathematics Question #56: What is the primary characteristic of Mathematics concept #56?,,Expected core concept,Model solution explaining Mathematics principles for question #56.,2
Mathematics,mcq,hard,Evaluated Mathematics Question #57: What is the primary characteristic of Mathematics concept #57?,"Option A, Option B, Option C, Option D",Option A,,3
Mathematics,multi_select,easy,Evaluated Mathematics Question #58: What is the primary characteristic of Mathematics concept #58?,"Option A, Option B, Option C, Option D",Option A,,1
Mathematics,short_answer,medium,Evaluated Mathematics Question #59: What is the primary characteristic of Mathematics concept #59?,,Expected core concept,Model solution explaining Mathematics principles for question #59.,2
Mathematics,long_answer,hard,Evaluated Mathematics Question #60: What is the primary characteristic of Mathematics concept #60?,,Expected core concept,Model solution explaining Mathematics principles for question #60.,3
